"","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name"
"79","ALEKHINE DEFENSE","TRUE",52,"RESIGN","BLACK","STANDARD","e4","Nf6","e4_Nf3_Bc4_Bb3_d3","Nf6_Nxe4_d5_e6_Ng5",0.926144756277696,"DEFENSE",0.214844748499515
"80","ALEKHINE DEFENSE","TRUE",33,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_d4_Bd3_Ne2","Nf6_Ne4_d5_e6_Bb4+",1.44478216818642,"DEFENSE",0.214844748499515
"81","ALEKHINE DEFENSE","TRUE",66,"MATE","BLACK","BLITZ","e4","Nf6","e4_e5_c4_a4_d4","Nf6_Nd5_Nb6_a5_e6",1.0084835630965,"DEFENSE",0.214844748499515
"82","ALEKHINE DEFENSE","FALSE",67,"OUTOFTIME","WHITE","BLITZ","e4","Nf6","e4_Nc3_Bb5+_Ba4_d3","Nf6_d5_c6_dxe4_exd3",0.675,"DEFENSE",0.214844748499515
"83","ALEKHINE DEFENSE","FALSE",106,"MATE","BLACK","BLITZ","e4","Nf6","e4_Nc3_e5_Nge2_d4","Nf6_d5_Ne4_Bf5_e6",0.803713527851459,"DEFENSE",0.214844748499515
"84","ALEKHINE DEFENSE","TRUE",39,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_d4_Bc4_Nf3","Nf6_Nd5_e6_c6_d6",1.03471196454948,"DEFENSE",0.214844748499515
"85","ALEKHINE DEFENSE","TRUE",66,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_e5_Nc3_Kxf2_Nf3","Nf6_Ne4_Nxf2_e6_Bc5+",0.998888271261812,"DEFENSE",0.214844748499515
"86","ALEKHINE DEFENSE","TRUE",43,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_d4_f4","Nf6_Nd5_Nb6_d6_dxe5",1.02902519167579,"DEFENSE",0.214844748499515
"87","ALEKHINE DEFENSE","TRUE",32,"RESIGN","BLACK","STANDARD","e4","Nf6","e4_e5_c4_d4_Bf4","Nf6_Nd5_Nb6_d6_dxe5",1.17520661157025,"DEFENSE",0.214844748499515
"88","ALEKHINE DEFENSE","TRUE",27,"MATE","WHITE","BLITZ","e4","Nf6","e4_Nc3_d3_exd5_Nf3","Nf6_d5_e5_Nxd5_Nf4",0.987313432835821,"DEFENSE",0.214844748499515
"89","ALEKHINE DEFENSE","TRUE",26,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_e5_d4_c4_d5","Nf6_Nd5_d6_Nb6_dxe5",0.90815671162492,"DEFENSE",0.214844748499515
"90","ALEKHINE DEFENSE","TRUE",104,"MATE","BLACK","STANDARD","e4","Nf6","e4_d3_Be3_Nd2_dxe4","Nf6_c6_d5_dxe4_Ng4",1.02893890675241,"DEFENSE",0.214844748499515
"91","ALEKHINE DEFENSE","TRUE",85,"MATE","WHITE","STANDARD","e4","Nf6","e4_Qf3_g4_Nc3_Qg3","Nf6_c6_d5_Bxg4_e6",0.94414535666218,"DEFENSE",0.214844748499515
"92","ALEKHINE DEFENSE","TRUE",91,"OUTOFTIME","WHITE","BLITZ","e4","Nf6","e4_d3_exd5_Nf3_Be2","Nf6_d5_Nxd5_Nc6_Bf5",0.939444444444444,"DEFENSE",0.214844748499515
"93","ALEKHINE DEFENSE","TRUE",17,"MATE","WHITE","STANDARD","e4","Nf6","e4_Nc3_exd5_Bc4_dxc3","Nf6_d5_Nxd5_Nxc3_Qd7",0.998666666666667,"DEFENSE",0.214844748499515
"94","ALEKHINE DEFENSE","TRUE",90,"MATE","BLACK","BLITZ","e4","Nf6","e4_Nc3_exd5_Nxd5_Nf3","Nf6_d5_Nxd5_Qxd5_e5",0.9703081232493,"DEFENSE",0.214844748499515
"95","ALEKHINE DEFENSE","TRUE",63,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_d4_f4","Nf6_Nd5_Nb6_d6_dxe5",0.887845849802372,"DEFENSE",0.214844748499515
"96","ALEKHINE DEFENSE","TRUE",121,"MATE","WHITE","BLITZ","e4","Nf6","e4_Nc3_Bc4_Qf3_Nh3","Nf6_Ng8_Nf6_e6_Nc6",1.22776392352452,"DEFENSE",0.214844748499515
"97","ALEKHINE DEFENSE","TRUE",66,"MATE","BLACK","STANDARD","e4","Nf6","e4_Nc3_e5_Nf3_Kxf2","Nf6_d5_Ng4_Nxf2_e6",1.06493506493506,"DEFENSE",0.214844748499515
"98","ALEKHINE DEFENSE","FALSE",41,"RESIGN","WHITE","STANDARD","e4","Nf6","e4_Nc3_exd5_g3_Nge2","Nf6_d5_Nxd5_e5_Nc6",0.952296032099866,"DEFENSE",0.214844748499515
"99","ALEKHINE DEFENSE","FALSE",85,"OUTOFTIME","WHITE","BLITZ","e4","Nf6","e4_e5_f3_f4_d3","Nf6_Ne4_Ng5_Ne4_Nc5",1.024,"DEFENSE",0.214844748499515
"100","ALEKHINE DEFENSE","TRUE",62,"MATE","BLACK","BLITZ","e4","Nf6","e4_e5_c4_d4_f4","Nf6_Nd5_Nb6_d6_dxe5",0.853242320819113,"DEFENSE",0.214844748499515
"101","ALEKHINE DEFENSE","TRUE",8,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_Nc3_Bb5_d3_","Nf6_Nc6_Ne5_Nfg4_",1.33822260569456,"DEFENSE",0.214844748499515
"102","ALEKHINE DEFENSE","TRUE",93,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_Nf3_exd6","Nf6_Nd5_Nb6_d6_exd6",1.12296110414053,"DEFENSE",0.214844748499515
"103","ALEKHINE DEFENSE","TRUE",85,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_Qf3_Bc4_Nh3_exd5","Nf6_e5_c6_d5_cxd5",1.36242726517041,"DEFENSE",0.214844748499515
"104","ALEKHINE DEFENSE","TRUE",85,"MATE","WHITE","STANDARD","e4","Nf6","e4_e5_d4_Nf3_dxe5","Nf6_Nd5_d6_dxe5_f6",1.9255079006772,"DEFENSE",0.214844748499515
"105","ALEKHINE DEFENSE","TRUE",99,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_e5_c4_d4_exd6","Nf6_Nd5_Nb6_d6_cxd6",0.891744933267425,"DEFENSE",0.214844748499515
"106","ALEKHINE DEFENSE","TRUE",32,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_Nc3_exd5_Nxd5_Nf3","Nf6_d5_Nxd5_Qxd5_Nc6",1.02027027027027,"DEFENSE",0.214844748499515
"107","ALEKHINE DEFENSE","TRUE",38,"OUTOFTIME","BLACK","BLITZ","e4","Nf6","e4_Nc3_e5_Nf3_d4","Nf6_d5_Nfd7_e6_c5",0.987341772151899,"DEFENSE",0.214844748499515
"108","ALEKHINE DEFENSE","TRUE",81,"OUTOFTIME","WHITE","BLITZ","e4","Nf6","e4_e5_Nc3_dxc3_Bg5","Nf6_Nd5_Nxc3_d6_Nd7",0.974459724950884,"DEFENSE",0.214844748499515
"109","ALEKHINE DEFENSE","TRUE",27,"MATE","WHITE","BLITZ","e4","Nf6","e4_e5_Nf3_Bc4_d4","Nf6_Ng8_Nc6_Nh6_d5",1.18009868421053,"DEFENSE",0.214844748499515
"110","ALEKHINE DEFENSE","TRUE",2,"RESIGN","BLACK","BLITZ","e4","Nf6","e4____","Nf6____",0.763603925066905,"DEFENSE",0.214844748499515
"111","ALEKHINE DEFENSE","FALSE",22,"RESIGN","BLACK","STANDARD","e4","d5","e4_Nc3_Nf3_Ng5_Nxf7","d5_Nf6_Nc6_Nxe4_Kxf7",1.16550116550117,"DEFENSE",0.214844748499515
"112","ALEKHINE DEFENSE","TRUE",2,"RESIGN","BLACK","BLITZ","e4","Nf6","e4____","Nf6____",0.767857142857143,"DEFENSE",0.214844748499515
"113","ALEKHINE DEFENSE","TRUE",51,"MATE","WHITE","STANDARD","e4","Nf6","e4_Nc3_Bc4_d3_h3","Nf6_Nc6_d6_g6_b6",1.13947590870668,"DEFENSE",0.214844748499515
"114","ALEKHINE DEFENSE","TRUE",55,"RESIGN","BLACK","STANDARD","e4","Nf6","e4_Nc3_Nf3_e5_Ne2","Nf6_e6_d5_Ne4_Bc5",1.07552258934592,"DEFENSE",0.214844748499515
"115","ALEKHINE DEFENSE","TRUE",11,"MATE","WHITE","STANDARD","e4","Nf6","e4_e5_Qxg4_Bc4_Qf3","Nf6_Ng4_g6_h5_c6",1.51756885090218,"DEFENSE",0.214844748499515
"116","ALEKHINE DEFENSE","TRUE",29,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_Nf3_Bc4_d3_Bb5+","Nf6_Nxe4_d5_Nf6_c6",1.27193828351013,"DEFENSE",0.214844748499515
"117","ALEKHINE DEFENSE","FALSE",65,"MATE","WHITE","STANDARD","e4","Nf6","e4_e5_d3_d4_f3","Nf6_Ne4_Nc5_Ne4_Ng5",1.47707847707848,"DEFENSE",0.214844748499515
"118","ALEKHINE DEFENSE","TRUE",49,"MATE","WHITE","BLITZ","e4","Nf6","e4_Nc3_Nf3_d3_Be2","Nf6_b6_Bb7_Na6_Nc5",1.3852065321806,"DEFENSE",0.214844748499515
"119","ALEKHINE DEFENSE","TRUE",65,"MATE","WHITE","BLITZ","e4","Nf6","e4_d3_c4_Nc3_a3","Nf6_e5_Bb4+_Nc6_Ba5",0.991048593350384,"DEFENSE",0.214844748499515
"120","ALEKHINE DEFENSE","TRUE",30,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_e5_c4_d4_c5","Nf6_Nd5_Nb6_e6_Nd5",0.901415836392239,"DEFENSE",0.214844748499515
"121","ALEKHINE DEFENSE","TRUE",97,"MATE","WHITE","BLITZ","e4","Nf6","e4_e5_d3_d4_Nf3","Nf6_Ne4_Nc5_Ne6_d6",1.16556291390728,"DEFENSE",0.214844748499515
"122","ALEKHINE DEFENSE","TRUE",82,"RESIGN","BLACK","BLITZ","e4","Nf6","e4_Nc3_exd5_Nxd5_d4","Nf6_d5_Nxd5_Qxd5_Nc6",0.887076537013802,"DEFENSE",0.214844748499515
